Title,Uploader,Views,Likes,Comments,Upload Date,Duration (Seconds),Duration (Minutes),Tags,URL
Are driverless cars ready to hit the road full time?,NBC News,121967,864,325,09-08-2023,278,4.63,"Health, International News, Lester Holt, Making A Difference, NBC Nightly News, National News, News, Nightly News, U.S. News, breaking news, evening news, politics, world news",https://www.youtube.com/watch?v=q01PqUubacA
Self-Driving from the factory to the loading dock | Tesla,Tesla,480849,14997,1400,30-01-2025,55,0.92,"tesla, model s, model x, model 3, powerwall, electric car, elon musk, ludicrous, battery",https://www.youtube.com/watch?v=BO1XXRwp3mc
How Self Driving Cars Work | How Autonomous Vehicles Work | AI | Intellipaat,Intellipaat,44933,752,16,19-08-2023,392,6.53,"how self driving cars work, autonomous car, self driving cars future, self driving cars, self driving car, driverless car, self driving, tesla, tesla self driving, tesla autopilot, autopilot, how autopilot works, tesla self park, self-parking, tesla self-parking, tesla self-driving, autopilot tesla level, autonomous driving, ai, artificial intelligence, how does tesla autopilot work, self driving tesla, autopilot levels, autopilot level 2, autopilot tesla, intellipaat",https://www.youtube.com/watch?v=Zl3YSPilT-w
Waymo's fully autonomous driving technology is here,Waymo,1994344,12724,3200,07-11-2017,167,2.78,"self-driving car, waymo, self-driving, driverless, driverless car, public roads, autonomous, fully autonomous, full autonomy, google, google self-driving car, google self-driving car project, alphabet, announcement",https://www.youtube.com/watch?v=aaOB-ErYq6Y
Why You Should Want Driverless Cars On Roads Now,Veritasium,3454781,173487,29000,23-07-2021,1087,18.12,"veritasium, driverless, self-driving, autonomous, car, cars, vehicles, Waymo, drive, ride, safe, safety, moral dilemma",https://www.youtube.com/watch?v=yjztvddhZmI
Waymo showcases fully autonomous car amid safety concerns,CBS Mornings,65255,551,287,24-12-2024,233,3.88,"Autonomous Vehicles, Artificial Intelligence, Waymo, CBS Mornings Clips, Travel, U.S.",https://www.youtube.com/watch?v=ErgD-ZHVMsQ
Autonomous Vehicles: The Future of Transportation,Provision Tech,2208,21,0,06-10-2023,380,6.33,"autonomous vehicles, self-driving cars, future of transportation, driverless technology, automotive innovation, AI in transportation, smart mobility, transportation revolution, electric vehicles, sustainable transportation, autonomous driving, transportation technology, mobility solutions, autonomous vehicle industry, urban mobility, self-driving technology, connected cars, autonomous vehicle safety, transportation infrastructure",https://www.youtube.com/watch?v=4aDyIKRcsvY
How Self-Driving Cars Work – The AI Behind Autonomous Vehicles! 🤖 #AI #ai #machinelearning #tesla,Scishorts,576,10,1,02-03-2025,57,0.95,,https://www.youtube.com/watch?v=8_rd0U_6EWo
NVIDIA Autonomous Car,NVIDIA,104502,1075,105,12-05-2016,84,1.4,"NVIDIA, automotive technology, DAVENET, NVIDIA DRIVE PX, GTC 2016, GPU Technology Conference, deep learning, self-driving cars, autonomous driving",https://www.youtube.com/watch?v=qhUvQiKec2U
Meet 'Iceman' and 'Wolverine' — the 2 coolest robots in Tesla's factory,Business Insider,306646,1596,78,06-10-2015,85,1.42,"Business, Insider, Wolverine (Comic Book Character), Iceman (Comic Book Character), The Wolverine (Award-Nominated Work), Tesla, Factory, Elon Musk (Organization Leader), Tesla Motors (Venture Funded Company), Robotics (Industry)",https://www.youtube.com/watch?v=WYnOGAvQEgk
RPA In 5 Minutes | What Is RPA - Robotic Process Automation? | RPA Explained | Simplilearn,Simplilearn,882409,15835,864,20-05-2020,335,5.58,"rpa, robotic process automation, what is rpa, what is rpa robotic process automation, rpa explained, learn rpa, learn rpa from scratch, what is rpa and how it works, why rpa, what is rpa and how does it work, why rpa automation, why rpa is important for modern businesses', rpa basics, rpa basics for beginners, rpa basic concepts, rpa basic tutorial, robotic process automation tutorial, rpa tutorial, simplilearn rpa, simplilearn robotic process automation, simplilearn",https://www.youtube.com/watch?v=9URSbTOE4YI
Robotics And Automation: A Great Domain To Start Your Career In 2023 | by Raunak Gupta,Gyaannirudra,4649,95,18,22-04-2023,655,10.92,"career in automation, career in robotics, robotics and automation, how to become a robotics engineer in india, mechanical engineer to automation engineer, skills for automation engineer, industrial automation, automation engineer, automation jobs, robotics and automation courses, robotics and automation career opportunity, robotics, career, how to start career in automation testing, introduction to robotics, robotics for beginners, robots, robotics engineering",https://www.youtube.com/watch?v=Zkd8CxsSzws
Automated Machine Tending using a Universal UR5e cobot,The Sempre Group,186030,775,41,29-09-2020,53,0.88,,https://www.youtube.com/watch?v=35KhfiAmE4o
What is ROBOTICS | Robotics Explained | Robotics Technology | What are Robots,Tech Might,334070,0,99,10-06-2021,213,3.55,"tech might, technology, tech, What Is Robotics, What are Robots, Uses Of Robots, Types of Robots, Advantages of Robots, Definition of Robotics, Robotics and Machine Learning, Robotics and Artificial Intelligence, Robotics in Computer Science, What is a Robot, sophia robot, humanoid robot, boston dynamics robot, robot arm, ai robot, robot operating system, robot hand, industrial robot, robotics technology, manufacturing robots, automation robotics, artificial intelligence",https://www.youtube.com/watch?v=htjRUL3neMg
World’s most advanced robotic warehouse (AI automation),Brightpick,412455,7004,516,15-10-2024,626,10.43,"Automation, robotics, robots, logistics, supply chain, goods to person, G2P, autonomous mobile robots, AMR, AMRs, robotic, warehouse, Autostore, Knapp, Locus Robotics, order picking, automated, automated fulfillment, ASRS, automated warehouse, picking system, mobile robots, Brightpick, robotic picking, ecommerce, fulfillment",https://www.youtube.com/watch?v=U2AGLeJBFNg
Cool Careers - Episode 4: Robotics and Automation,HirePaths,17419,124,6,16-02-2022,354,5.9,,https://www.youtube.com/watch?v=A6qv8SnH4M0
"Is robotics engineering worth it? | Future, College, Jobs in robotics and automation | 2024",Aryan Jagushte,5837,118,196,07-07-2024,453,7.55,"robotics, robotics engineering, robotics engineer, automation and robotics, bachelor's of robotics, engineering, robotics engineering jobs, robotics engineering future scope, is it worth to do robotics engineering, ai and robotics, jobs in robotics, robotics engineering colleges, how to become a robotics engineer in 2024, robotics engineering roadmap, robotics courses, robotics skills",https://www.youtube.com/watch?v=2yLulkr2OUY
🚨Humanoid Robots Are Taking Over Warehouse Jobs! 🤖 #HumanoidRobots #WarehouseAutomation#ai#robots,The Trend Report,573,22,3,02-03-2025,37,0.62,,https://www.youtube.com/watch?v=ff4rwr8HvtQ
Robotics engineers are in high demand — but what is the job really like?,CNBC International,215041,5111,158,25-11-2024,660,11,"CNBC, CNBC International, robotics engineers, robotics engineer day in the life, robotics engineering roadmap, robotics engineering jobs, robotics engineering job opportunities, robotics engineer career, robotics engineer work, robotics engineering interview, stem careers, robotics career, career development, stem professions, engineering roles, tech careers, da vinci robotic surgery, Hyundai Motor Group Innovation Center Singapore, dyson robotics lab, robotic surgery, robotics",https://www.youtube.com/watch?v=z_uGhq2ayVA
NLP vs NLU vs NLG,IBM Technology,84923,1859,40,21-03-2022,408,6.8,"NLP, NLU, NLG, AI, Artificial Intelligence, Neural Networks, Natural Language Processing, Natural Language Understanding, Natural Language Generation",https://www.youtube.com/watch?v=1I6bQ12VxV0
Large Language Models (LLMs) vs Natural Language Understanding (NLU),Boost AI,17052,291,16,20-03-2023,171,2.85,,https://www.youtube.com/watch?v=0pHi6h1DyvQ
Natural Language Understanding (NLU) | Natural Language Generation (NLG) | NLP | AI,Visionलोक,7309,0,6,10-05-2022,922,15.37,"Natural language generation in Artificial intellig, Natural language understanding in artificial intelligence, Nlg, Nlp, Nlu, Well academy, ai, artificial intelligence, natural language processing, natural language processing in artificial intelligence, natural language processing tutorial, natural language understanding, natural language generation, natural language",https://www.youtube.com/watch?v=w6qkEsMYt48
Natural Language Processing in Artificial Intelligence in Hindi | NLP with Demo and Examples,Gate Smashers,861020,16418,525,16-05-2019,1038,17.3,"NLP, NLP in AI, AI in nta net, AI, artificial intelligence, AI with examples, nta net 2022, gate 2022, ai online, neural networks, ai course, ai full course, nlp with example, nlp training, nlp tutorial, natural language processing tutorial, natural language processing applications, natural language processing notes, Natural Language Processing, Natural Language Processing in Artificial Intelligence, Natural Language Processing in Artificial Intelligence in Hindi",https://www.youtube.com/watch?v=bPpwZxasJo0
Natural Language Understanding Explained,Moveworks,1050,17,0,07-02-2024,105,1.75,#naturallanguageunderstanding #aiterms #aiglossary,https://www.youtube.com/watch?v=wm90DysmchM
Complete NLP Machine Learning In One Shot,Krish Naik,257598,4818,214,27-11-2023,13990,233.17,"yt:cc=on, complete nlp machine elarnign tutorials, complete deep learning tutorials, word2vec tutorials, avgword2vec, skigram tutorials, natural language processign tutorials",https://www.youtube.com/watch?v=ENLEjGozrio
Natural Language Processing In 5 Minutes | What Is NLP And How Does It Work? | Simplilearn,Simplilearn,687439,11638,568,17-03-2021,329,5.48,"natural language processing, what is nlp, what is nlp and how does it work, nlp, natural language processing in artificial intelligence, natural language processing tutorial, natural language processing in 5 minutes, nlp tutorial, nlp in 5 minutes, nlp programming tutorial, nlp and deep learning, nlp and machine learning, nlp and its applications, natural language processing tutorial for beginners, simplilearn nlp, nlp explained, nlp tutorial for beginners, simplilearn",https://www.youtube.com/watch?v=CMrHM8a3hqw
"Stanford XCS224U: NLU I Intro & Evolution of Natural Language Understanding, Pt. 1 I  Spring 2023",Stanford Online,76801,1327,30,17-08-2023,4432,73.87,"Stanford, Stanford Online",https://www.youtube.com/watch?v=K_Dh0Sxujuc
What is Mistral AI? #ai #aitrending #artificialintelligence,Deep Ai,412,9,1,02-03-2025,18,0.3,"web designing, web developement, wordpress website, how to install wordpress, cpanel, wordpress installing in cpanel, what is wordpress",https://www.youtube.com/watch?v=fEixnkCTN3s
DIFFRENCE BETWEEN NLU AND NLG | NATURAL LANGUAGE UNDERSTANDING VS NATURAL  LANGUAGE PROCESSING | AI,AI MASTER,1216,25,1,24-05-2023,304,5.07,,https://www.youtube.com/watch?v=LLQlDv-MFno
What Is AI Ethics | AI Ethics Foundation | How to Implement AI Ethics | Edureka,edureka!,7633,112,4,08-05-2024,597,9.95,"yt:cc=on, AI, Artificial Intelligence, AI Ethics, Trustworthy AI, ethics, augment human intelligence, ethics of AI, ethics of artificial intelligence, governance, ethical principles, AI policy, AI regulations, Responsible AI, Responsible Artificial Intelligence, ChatGpt, Google Gemini, Gemini, equality, inclusion, inequality, privacy, regulation, edureka",https://www.youtube.com/watch?v=COgvUFGLPCs
What is AI Ethics?,IBM Technology,128562,2157,76,30-09-2021,370,6.17,"AI, Artificial Intelligence, AI Ethics, Trustworthy AI, ethics, augment human intelligence, IBM, IBM Cloud",https://www.youtube.com/watch?v=aGwYtUzMQUk
AI Ethics | Ethics Defined,McCombs School of Business,10805,92,4,06-09-2024,210,3.5,,https://www.youtube.com/watch?v=6yDr7CWLJ8c
Artificial intelligence and its ethics | DW Documentary,DW Documentary,2001606,10479,1200,14-08-2019,2546,42.43,"Documentary, Documentaries, documentaries, DW documentary, DW documentary 2019, full documentary, documentary 2019, DW, beyond the news, Artificial Intelligence, ethics, humanity, space, weapon systems, AI, AI documentary, artificial intelligence documentary, chatbot, robot, robot documentary, arms race, AI surveillance, robot factory",https://www.youtube.com/watch?v=Izd2qOgOGQI
